keyword_a,keyword_b,weight
"liver/metabolism","transcriptomics",1
"metabolomics","multiomics",1
"metabolomics","transcriptomics",2
"multiomics","transcriptomics",1
"attitude","dairy",1
"attitude","innovation",1
"agriculture/methods","economics",1
"agriculture/methods","united kingdom",1
"biodiversity","decision making",1
"biodiversity","economics",1
"biodiversity","united kingdom",1
"conservation of natural resources/methods","decision making",1
"conservation of natural resources/methods","economics",1
"conservation of natural resources/methods","united kingdom",1
"decision making","economics",1
"decision making","united kingdom",1
"economics","united kingdom",1
"animal husbandry/methods","genomics/methods",2
"animal husbandry/methods","multiomics",1
"animal husbandry/methods","ruminants",1
"genomics/methods","ruminants",1
"multiomics","ruminants",1
"bovine","gene expression",1
"bovine","reproduction",1
"cattle","gene expression",1
"gene expression","reproduction",1
"machine learning","milk yield",1
"disease outbreaks/veterinary","public health",1
"breeding","snp",2
"genomics","milk",1
"meat","snp",1
"milk","snp",1
"cattle","grazing management",1
"dairy cow","milk yield",1
"dairy cow","precision farming",1
"dairy cow","udder health",1
"milk yield","precision farming",1
"milk yield","udder health",1
"precision farming","udder health",1
"dairy","simulation",1
"milk","simulation",1
"goat","meat quality",1
"algorithms","animal welfare",2
"animal welfare","neural networks, computer",1
"circular economy","microalgae",1
"environmental sustainability","livestock",1
"environmental sustainability","nutrition",1
"heat stress","multiomics",1
"ai","weaning",1
"algorithms","sheep",2
"algorithms","weaning",1
"machine learning","weaning",1
"sheep","weaning",1
"animal husbandry/methods","surveys and questionnaires",2
"farmers","swine",1
"surveys and questionnaires","swine",1
"mitigation","sustainable development goals",1
"dairy farming","data integration",1
"data integration","sustainability",1
"behaviour","management",1
"behaviour","welfare",1
"genetic diversity","livestock",1
"genetic diversity","meat quality",1
"livestock","meat quality",1
"databases, factual","livestock",1
"animal husbandry","bibliometric analysis",1
"animal husbandry","chickens/physiology",1
"animals","bibliometric analysis",1
"bibliometric analysis","breeding",1
"bibliometric analysis","chickens/physiology",1
"bibliometric analysis","poultry",1
"bibliometrics","breeding",1
"bibliometrics","chickens/physiology",1
"breeding","chickens/physiology",1
"animal husbandry","environmental impact",1
"animal husbandry","satellite imagery",1
"environmental impact","farms",1
"environmental impact","satellite imagery",1
"farms","satellite imagery",1
"livestock","satellite imagery",1
"dairy cattle","feed additives",1
"dairy cattle","polyphenols",1
"modeling","monitoring",1
"ai","mastitis",2
"computer vision","dairy cow",1
"computer vision","mastitis",2
"dairy cow","mastitis",1
"cattle/genetics","rumen/microbiology",1
"genome","methane/metabolism",1
"genome","milk/metabolism",1
"genome","rumen/microbiology",1
"genome","swine/genetics",1
"genome-wide association study","milk/metabolism",1
"genome-wide association study","rumen/microbiology",1
"methane/metabolism","swine/genetics",1
"milk/metabolism","polymorphism, single nucleotide",1
"milk/metabolism","quantitative trait loci",1
"milk/metabolism","rumen/microbiology",1
"milk/metabolism","swine/genetics",1
"phenotype","rumen/microbiology",1
"polymorphism, single nucleotide","rumen/microbiology",1
"quantitative trait loci","rumen/microbiology",1
"quantitative trait loci","swine/genetics",1
"rumen/microbiology","swine/genetics",1
"goat","heat stress",1
"goat","transcriptomics",1
"goats","heat stress",1
"goats","transcriptomics",1
"heat stress","transcriptomics",1
"agroecology","environmental impact",1
"animals","buffalo",1
"buffalo","cattle diseases/epidemiology",1
"buffalo","goats",1
"buffalo","prevalence",1
"buffalo","risk factors",1
"cattle diseases/epidemiology","goats",1
"cattle diseases/epidemiology","sheep",1
"goats","prevalence",1
"prevalence","sheep",1
"animals","fatty acid profile",2
"chickens","fatty acid profile",1
"chickens","meat quality",1
"fatty acid profile","fatty acids",1
"fatty acids","meat quality",1
"adaptation","bovine",1
"adaptation","infrared thermography",1
"adaptation","welfare",1
"bovine","infrared thermography",1
"anti-bacterial agents/pharmacology","sheep",1
"algorithms","cross-sectional studies",1
"algorithms","dairy cows",1
"algorithms","dairying",1
"animal welfare","cross-sectional studies",1
"cross-sectional studies","dairy cows",1
"ai","surveys and questionnaires",1
"ai","video recording",1
"chickens/physiology","surveys and questionnaires",1
"poultry/physiology","surveys and questionnaires",1
"poultry/physiology","video recording",1
"surveys and questionnaires","video recording",1
"poultry","xgboost",1
"biomarkers","transportation",1
"animal feed/analysis","bibliometrics",1
"animal feed/analysis","methane emission",1
"animal nutritional physiological phenomena","bibliometrics",1
"animal nutritional physiological phenomena","methane emission",1
"bibliometrics","cattle",1
"bibliometrics","eating",1
"bibliometrics","genetic improvement",1
"bibliometrics","methane emission",1
"bibliometrics","ruminants/physiology",1
"bibliometrics","sheep",1
"eating","genetic improvement",1
"eating","methane emission",1
"eating","ruminants/physiology",1
"eating","sheep",1
"eating","sustainability",1
"genetic improvement","methane emission",1
"genetic improvement","ruminants/physiology",1
"genetic improvement","sheep",1
"methane emission","ruminants/physiology",1
"methane emission","sheep",1
"methane emission","sustainability",1
"animals","data integration",1
"cattle","data integration",1
"cattle diseases/diagnosis","data integration",1
"dairying","data integration",1
"conservation","heritability",1
"microclimate","physiology",1
"cow","deep learning",1
"cow","heat stress",1
"cow","plf",1
"deep learning","heat stress",1
"chickens/genetics","inflammation",1
"chickens/genetics","oxidative stress",1
"inflammation","oxidative stress",1
"digestibility","methane emissions",1
"digestibility","milk yield",1
"methane emissions","milk yield",1
"agriculture","bibliometrics",1
"agriculture","united states",1
"ai","bibliometrics",1
"ai","united states",1
"accelerometer","animal monitoring",1
"accelerometer","goats",1
"animal monitoring","goats",1
"animal monitoring","machine learning",1
"goats","machine learning",1
"bioinformatics","breeding",1
"bioinformatics","livestock/genetics",1
"bioinformatics","snp",1
"livestock/genetics","snp",1
"chickens","hot temperature",1
"hot temperature","salmonella",1
"machine learning","salmonella",1
"animals, wild","birds",1
"animals, wild","brazil",1
"animals, wild","mammals",1
"animals, wild","meat/analysis",1
"animals, wild","nutritive value",1
"birds","brazil",1
"birds","mammals",1
"birds","meat/analysis",1
"birds","nutritive value",1
"brazil","meat/analysis",1
"brazil","nutritive value",1
"mammals","meat/analysis",1
"mammals","nutritive value",1
"meat/analysis","nutritive value",2
"dairy cow","rumination",1
"energy consumption","plf",1
"algorithms","cattle/physiology",1
"algorithms","pregnancy",1
"animal husbandry/methods","pregnancy",1
"bacteria/genetics","microbiome",1
"bacteria/genetics","soil",1
"bacteria/genetics","united states",1
"microbiome","soil",1
"microbiome","soil microbiology",1
"microbiome","soil/chemistry",1
"microbiome","united states",1
"soil","soil microbiology",1
"soil","soil/chemistry",1
"soil","united states",1
"soil microbiology","united states",1
"soil/chemistry","united states",1
"biosensors","dairy cattle",1
"biosensors","precision dairy farming",1
"dairy cattle","precision dairy farming",1
"animal feed/analysis","temperament",1
"body weight","feeding behavior",1
"body weight","temperament",1
"diet/veterinary","livestock",1
"diet/veterinary","temperament",1
"feeding behavior","livestock",1
"feeding behavior","temperament",1
"livestock","temperament",1
"livestock","weaning",1
"milk","temperament",1
"temperament","weaning",1
"ecosystem","water supply",1
"animals","decision tree",1
"brazil","breeding",1
"brazil","conservation",1
"brazil","decision tree",1
"brazil","multivariate analysis",1
"breeding","conservation",1
"breeding","decision tree",1
"breeding","multivariate analysis",1
"conservation","decision tree",1
"conservation","multivariate analysis",1
"conservation","phenotype",1
"decision tree","multivariate analysis",1
"decision tree","phenotype",1
"multivariate analysis","phenotype",1
"genome-wide association study","selective breeding",1
"genome-wide association study","sheep/genetics",2
"genomics","sheep/genetics",1
"selective breeding","sheep/genetics",1
"animal monitoring","cloud computing",1
"animal monitoring","iot",1
"animal monitoring","livestock",1
"iot","livestock",1
"ai","ammonia",1
"ai","xgboost",1
"ammonia","xgboost",1
"dairy cows","technologies",1
"biodiversity","population dynamics",1
"food","sustainability",1
"dairying/methods","mastitis, bovine/microbiology",1
"dairying/methods","udder health",1
"lactation","mastitis, bovine/microbiology",1
"mastitis, bovine/microbiology","udder health",1
"milk/microbiology","udder health",1
"breeding/methods","cattle/genetics",1
"breeding/methods","dairying/methods",1
"breeding/methods","genetic parameters",1
"breeding/methods","genomics",1
"breeding/methods","heritability",1
"breeding/methods","plf",1
"cattle/genetics","genetic parameters",2
"dairying/methods","genetic parameters",1
"genetic parameters","genomic selection",1
"genetic parameters","genomics",1
"genetic parameters","plf",1
"genomic selection","genomics",1
"genomic selection","heritability",1
"genomic selection","plf",1
"genomics","heritability",1
"heritability","plf",1
"genetic diversity","random forest",1
"apoptosis","cattle/physiology",1
"apoptosis","dairy cattle",1
"apoptosis","gene regulatory networks",1
"apoptosis","lactation/genetics",1
"apoptosis","milk/metabolism",1
"cattle/physiology","gene regulatory networks",1
"dairy cattle","gene regulatory networks",1
"dairy cattle","lactation/genetics",1
"gene regulatory networks","lactation/genetics",1
"gene regulatory networks","milk/metabolism",1
"animals","bacteria/genetics",1
"bacteria/genetics","cattle",1
"animal feed/analysis","milk yield",1
"animal nutritional physiological phenomena","milk yield",1
"cattle/physiology","milk yield",1
"dairying/methods","dietary supplements/analysis",1
"dairying/methods","feed efficiency",1
"diet/veterinary","milk yield",1
"dietary supplements/analysis","feed efficiency",1
"dietary supplements/analysis","lactation/physiology",1
"dietary supplements/analysis","milk yield",1
"dietary supplements/analysis","milk/chemistry",1
"feed efficiency","milk yield",1
"lactation/physiology","milk yield",1
"milk yield","milk/chemistry",1
"disease resistance","sustainability",1
"genetic selection","sustainability",1
"robustness","sustainability",1
"methane","renewable energy",1
"chickens/physiology","ovum",1
"microbiota","ovum",1
"bibliometric analysis","digital livestock transformation",1
"bibliometric analysis","plf",1
"milk production","welfare",1
"hot temperature","housing, animal",1
"hot temperature","plf",1
"humidity","plf",1
"animal welfare","cold stress",1
